Song,Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy,Genre Avg Streams,Artist Total Streams,Dance_Energy
246,6,1.2687068971906144,-1.1645594615600963,21,1.2837438791379414,1.0231069948657097,-1.5025746773902253,0.3470813649279277,-1.1519103615654498,-1.7087238811551668,0.30946321084873724,0.18006395036203207,-0.9996655262615494,0.3144330578830224,-1.1188266486562324
588,18,0.2639044056235715,-0.04577244222668336,4,0.9936153696403147,-0.2568912637786352,1.5853723786736975,0.886347271187372,-0.7085596003656792,0.20998153871290173,-0.8731393584765791,0.6023052475276249,-0.8248482611867374,0.6408734809312172,0.5700557588108216
634,14,-0.7789341630975677,-0.585637572162288,17,-1.5208317126724495,0.19283785412343193,-1.366840740859943,0.6254121552553829,-1.3565337898114977,-0.480752412439603,0.27468078233916904,-1.355358948421942,0.2808625065563452,-1.6137148733913325,-1.026814531659934
3715,19,-0.3653709938002256,0.7692602897687789,14,-0.7471556873454451,-1.0525658569899847,-0.07736834382226096,1.5473828982150781,-0.231104934458234,-1.4401051223736372,-1.60357035717751,0.2952206677708302,3.087135671971454,-0.6244783733292997,-0.9007579313750056
3570,17,1.4274365232452115,-1.0051520846429707,0,-0.6504461841795696,1.5766197553605616,-1.4686411932576546,-1.0793639355002802,0.6897004926489817,1.0158378150574905,0.30946321084873724,0.21844952283163147,1.5205710032604602,0.6017888770837295,0.8787564113334022
3208,7,0.8005857987522206,0.930381001454744,11,1.6705818918014435,0.8501342572110685,-0.6203040899433903,0.7297862016281785,-1.220118170980799,-0.0970113284659891,-1.151398786553124,-0.8563465063171503,-0.5009512111198581,-1.398808967330642,-0.6178206716113884
215,8,-0.4538852320894132,1.6331048795078198,19,-1.617541215838325,0.6425669720254991,-1.366840740859943,-1.0619682611048142,1.2353629679717761,-0.9412417132079394,-1.0122690725148518,-1.1634310860739452,0.4561897508787011,-0.675144571406736,-1.065919681383361
2312,19,1.4587401210106035,-0.8972229727228125,20,0.6067773569768126,-1.4677004273611236,-1.7401090663182193,1.5125915494241462,-0.5380400768273059,0.018110996726095115,1.4572833516644859,-0.3573340642123587,0.9355476987519549,-0.6244783733292997,-0.2373505678316951
3644,15,1.1010758626008978,-1.4290573176626222,3,-0.0701891651843163,0.8501342572110685,1.1781705690828506,-0.4357239828680401,0.5873887785259577,-1.4401051223736372,-1.6383527856870779,1.1780888345716152,-1.01135965986827,-0.49967321770615064,-0.7102928491926682
1770,13,-0.7304967461941853,-1.6348427523933808,14,1.6705818918014435,-1.225538594644626,1.212104053215421,-1.4272774234095993,1.064843444433403,-1.5552274475657213,0.8659820670018274,0.026521660483634964,3.087135671971454,-1.6901940302714191,-1.0360157433595638
3025,11,-1.308636293033027,0.3208098379461908,21,1.380453382303817,1.3344579226440638,1.5175054104085564,0.41666406250979143,0.5191809691106084,-0.0970113284659891,0.20511592532003312,-1.5856723832395379,-0.9996655262615494,-0.45316690136752436,-1.08110168068775
4687,13,-0.10974090909013126,-1.1167322395366956,14,-1.1339937000089473,0.12364875906157546,-0.04343485968969038,-0.8010331451728251,0.17814192203386187,0.939089598262768,0.5529402104157144,-0.12702062939476258,3.087135671971454,-1.6901940302714191,0.49138539877898685
1795,7,-1.7110079212378155,0.29117882126314226,9,0.9936153696403147,0.12364875906157546,1.1103036008177094,-0.5922850524272336,-1.1860142662731243,-1.4784792307709984,-0.45575021636176155,1.254859979510814,0.4488627562665393,-1.398808967330642,-0.7342159996117057
3220,10,-0.7229964140745786,-1.6368360393391075,15,1.2837438791379414,-0.11851307365492222,0.9406361801548564,1.4951958750286802,-0.8790791239040525,-1.5168533391683598,-0.45575021636176155,0.371991812710029,0.28612340761608135,1.9958189158209099,-0.9440036263632657
